Easting,Northing
462035,4893471
462028,4893464
462016,4893453
462014,4893451
462007,4893442
462005,4893439
462003,4893437
461997,4893428
461991,4893423
461986,4893417
461976,4893407
461971,4893402
461958,4893389
461948,4893380
461938,4893368
461935,4893363
461928,4893353
461919,4893343
461910,4893332
461906,4893328
461900,4893321
461889,4893308
461887,4893305
461877,4893291
461870,4893282
461863,4893277
461862,4893275
461854,4893268
461848,4893262
461842,4893255
461835,4893250
461825,4893241
461814,4893231
461803,4893222
461800,4893220
461788,4893214
461786,4893213
461775,4893208
461765,4893204
461763,4893203
461752,4893197
461750,4893196
461736,4893193
461731,4893191
461718,4893190
461709,4893187
461706,4893183
461704,4893179
461702,4893177
461696,4893177
461692,4893176
461684,4893173
461678,4893172
461667,4893169
461648,4893163
461642,4893162
461632,4893159
461621,4893158
461615,4893156
461602,4893153
461599,4893152
461591,4893149
461580,4893145
461577,4893144
461561,4893138
461545,4893130
461542,4893129
461532,4893124
461529,4893123
461514,4893114
461507,4893112
461498,4893110
461494,4893105
461489,4893102
461478,4893094
461475,4893093
461460,4893083
461448,4893076
461432,4893064
461422,4893057
461401,4893048
461381,4893042
461359,4893037
461347,4893036
461335,4893034
461289,4893033
461269,4893037
461242,4893047
461214,4893063
461207,4893068
461192,4893078
461178,4893091
461171,4893098
461156,4893113
461133,4893137
461125,4893146
461118,4893153
461099,4893169
461080,4893183
461069,4893190
461047,4893203
461022,4893213
460995,4893218
460967,4893222
460939,4893223
460924,4893223
460910,4893222
460895,4893222
460880,4893221
460866,4893220
460850,4893220
460834,4893219
460820,4893219
460790,4893217
460774,4893217
460759,4893216
460746,4893215
460728,4893212
460712,4893210
460697,4893206
460681,4893201
460666,4893196
460651,4893190
460636,4893184
460622,4893177
460607,4893170
460593,4893162
460580,4893154
460568,4893145
460554,4893136
460541,4893127
460528,4893119
460514,4893109
460501,4893101
460487,4893092
460461,4893074
460448,4893065
460435,4893056
460422,4893048
460410,4893040
460397,4893031
460383,4893023
460370,4893015
460358,4893007
460344,4893000
460331,4892993
460318,4892986
460304,4892981
460290,4892975
460277,4892971
460263,4892966
460251,4892963
460237,4892960
460224,4892959
460212,4892957
460187,4892956
460174,4892957
460151,4892959
460139,4892961
460128,4892963
460106,4892971
460073,4892982
460064,4892987
460023,4893004
459995,4893016
459986,4893020
459968,4893029
459958,4893032
459894,4893060
459885,4893064
459839,4893083
459813,4893093
459788,4893103
459756,4893116
459701,4893132
459636,4893142
459628,4893143
459563,4893147
459555,4893147
459525,4893148
459487,4893150
459434,4893152
459387,4893155
459379,4893156
459314,4893158
459298,4893160
459234,4893163
459226,4893163
459163,4893166
459156,4893167
459118,4893167
459081,4893169
459022,4893172
458968,4893176
458956,4893178
458921,4893193
458880,4893218
458840,4893239
458820,4893244
458808,4893246
458785,4893248
458774,4893248
458733,4893246
458715,4893247
458688,4893250
458668,4893257
458648,4893267
458636,4893276
458605,4893311
458599,4893317
458574,4893346
458568,4893352
458563,4893357
458552,4893365
458546,4893368
458508,4893383
458478,4893387
458456,4893389
458451,4893389
458445,4893389
458417,4893388
458405,4893387
458358,4893388
458352,4893388
458302,4893391
458269,4893399
458256,4893400
458227,4893403
458219,4893403
458181,4893400
458131,4893398
458113,4893396
458095,4893397
458077,4893396
458069,4893394
458053,4893389
458038,4893382
458009,4893369
458001,4893365
457969,4893347
457963,4893345
457943,4893340
457937,4893338
457918,4893334
457873,4893336
457841,4893339
457835,4893340
457788,4893344
457742,4893345
457677,4893350
457654,4893353
457637,4893358
457631,4893360
457623,4893363
457608,4893371
457601,4893376
457584,4893395
457572,4893410
457555,4893431
457517,4893479
457482,4893524
457462,4893549
457447,4893569
457413,4893603
457374,4893628
457338,4893641
457283,4893648
457225,4893657
457219,4893660
457185,4893679
457154,4893703
457139,4893710
457096,4893725
457090,4893725
457043,4893732
456997,4893748
456935,4893772
456928,4893774
456873,4893795
456826,4893808
456814,4893812
456780,4893819
456718,4893832
456655,4893844
456645,4893846
456599,4893852
456591,4893852
456527,4893856
456494,4893857
456463,4893857
456410,4893853
456402,4893851
456388,4893845
456383,4893842
456369,4893834
456355,4893819
456316,4893775
456277,4893736
456257,4893720
456234,4893704
456198,4893682
456192,4893677
456180,4893662
456171,4893650
456166,4893639
456164,4893631
456159,4893603
456157,4893587
456154,4893559
456143,4893495
456127,4893441
456121,4893418
456103,4893356
456095,4893333
456083,4893288
456065,4893230
456059,4893208
456042,4893149
456040,4893142
456021,4893079
456020,4893072
456005,4893025
455988,4892976
455969,4892935
455962,4892922
455948,4892903
455916,4892865
455871,4892831
455815,4892800
455771,4892787
455737,4892783
455699,4892783
455662,4892790
455643,4892795
455631,4892800
455618,4892806
455592,4892817
455571,4892827
455522,4892848
455465,4892872
455457,4892876
455438,4892884
455425,4892891
455376,4892916
455339,4892935
455333,4892938
455274,4892962
455217,4892976
455209,4892976
455170,4892977
455110,4892978
455064,4892979
455057,4892978
455034,4892971
455020,4892963
455001,4892947
454996,4892941
454992,4892936
454987,4892928
454981,4892914
454979,4892906
454977,4892890
454977,4892865
454975,4892809
454976,4892801
454975,4892736
454975,4892727
454975,4892662
454975,4892636
454975,4892576
454975,4892552
454975,4892486
454974,4892454
454973,4892388
454973,4892365
454973,4892349
454972,4892287
454971,4892264
454964,4892220
454957,4892207
454948,4892197
454914,4892178
454861,4892150
454815,4892127
454776,4892106
454770,4892103
454752,4892093
454735,4892086
454727,4892083
454707,4892075
454694,4892069
454673,4892064
454630,4892054
454622,4892051
454601,4892041
454547,4892012
454497,4891978
454492,4891974
454485,4891968
454463,4891943
454458,4891935
454443,4891891
454441,4891883
454439,4891861
454436,4891840
454434,4891826
454433,4891819
454433,4891790
454430,4891769
454421,4891750
454415,4891737
454407,4891727
454402,4891722
454391,4891714
454385,4891710
454378,4891708
454364,4891706
454357,4891706
454350,4891707
454336,4891713
454288,4891750
454244,4891790
454227,4891804
454208,4891813
454168,4891826
454160,4891827
454132,4891828
454111,4891829
454082,4891830
454021,4891830
454012,4891830
453963,4891823
453908,4891808
453884,4891801
453852,4891793
453806,4891789
453750,4891785
453692,4891783
453633,4891783
453576,4891785
453522,4891788
453514,4891789
453493,4891790
453439,4891793
453375,4891794
453357,4891791
453341,4891784
453327,4891774
453316,4891761
453310,4891747
453309,4891740
453309,4891732
453311,4891716
453312,4891709
453318,4891696
453328,4891685
453352,4891664
453358,4891660
453364,4891658
453385,4891648
453398,4891645
453419,4891636
453467,4891620
453471,4891616
453488,4891597
453493,4891591
453497,4891584
453505,4891561
453511,4891529
453512,4891520
453513,4891473
453514,4891457
453513,4891426
453513,4891401
453513,4891393
453514,4891353
453519,4891321
453534,4891270
453564,4891216
453568,4891210
453598,4891157
453607,4891137
453615,4891116
453621,4891103
453634,4891082
453652,4891059
453661,4891050
453669,4891040
453689,4891017
453696,4891006
453701,4890994
453703,4890987
453710,4890946
453722,4890893
453738,4890852
453756,4890813
453785,4890754
453811,4890705
453837,4890664
453868,4890623
453914,4890585
453949,4890556
453960,4890546
454007,4890507
454058,4890465
454108,4890422
454154,4890384
454193,4890348
454201,4890338
454213,4890318
454219,4890306
454224,4890284
454224,4890264
454222,4890241
454219,4890230
454217,4890218
454220,4890185
454227,4890159
454230,4890153
454236,4890146
454250,4890131
454255,4890126
454273,4890111
454284,4890102
454310,4890085
454324,4890069
454326,4890065
454328,4890060
454332,4890041
454331,4890025
454328,4890013
454326,4890005
454317,4889995
454312,4889990
454305,4889986
454291,4889980
454283,4889978
454276,4889976
454252,4889971
454227,4889963
454219,4889959
454211,4889954
454203,4889950
454187,4889943
454176,4889929
454173,4889920
454172,4889909
454171,4889900
454169,4889885
454167,4889834
454170,4889801
454172,4889793
454172,4889785
454176,4889770
454199,4889704
454202,4889695
454203,4889678
454196,4889662
454184,4889652
454176,4889645
454168,4889641
454161,4889638
454152,4889636
454143,4889633
454133,4889632
454124,4889629
454108,4889616
454101,4889608
454084,4889584
454079,4889575
454072,4889565
454064,4889557
454055,4889551
454045,4889548
454035,4889547
454024,4889548
454004,4889553
453983,4889560
453962,4889569
453948,4889575
453933,4889577
453908,4889578
453884,4889578
453846,4889574
453825,4889576
453814,4889578
453804,4889583
453779,4889599
453757,4889607
453747,4889608
453733,4889607
453710,4889601
453691,4889585
453669,4889566
453661,4889560
453650,4889553
453639,4889546
453602,4889524
453590,4889520
453577,4889518
453547,4889511
453537,4889509
453522,4889504
453500,4889492
453489,4889485
453478,4889479
453465,4889475
453453,4889471
453430,4889461
453419,4889455
453409,4889448
453388,4889433
453364,4889420
453353,4889415
453331,4889402
453296,4889385
453274,4889373
453251,4889361
453232,4889346
453216,4889330
453189,4889303
453175,4889284
453171,4889276
453166,4889263
453157,4889230
453162,4889216
453173,4889193
453188,4889167
453212,4889143
453221,4889132
453259,4889077
453266,4889068
453296,4889028
453302,4889016
453307,4889005
453321,4888974
453335,4888943
453345,4888909
453344,4888897
453342,4888886
453335,4888865
453329,4888841
453323,4888806
453323,4888794
453324,4888770
453322,4888719
453321,4888706
453318,4888681
453315,4888646
453312,4888613
453310,4888570
453309,4888558
453307,4888513
453307,4888502
453305,4888482
453303,4888472
453301,4888452
453300,4888434
453299,4888425
453294,4888381
453289,4888338
453285,4888313
453277,4888290
453259,4888244
453247,4888212
453237,4888197
453231,4888190
453212,4888169
453197,4888158
453181,4888150
453173,4888147
453133,4888128
453116,4888122
453060,4888095
453047,4888085
453028,4888068
453018,4888053
453011,4888038
453006,4888031
452993,4888009
452988,4888002
452978,4887988
452975,4887980
452967,4887966
452954,4887944
452939,4887915
452930,4887900
452922,4887890
452919,4887885
452911,4887868
452908,4887863
452883,4887819
452878,4887814
452871,4887795
452848,4887758
452845,4887752
452843,4887726
452842,4887688
452841,4887682
452836,4887667
452826,4887647
452818,4887633
452810,4887609
452809,4887592
452809,4887574
452811,4887565
452816,4887539
452821,4887521
452828,4887496
452830,4887488
452833,4887480
452840,4887447
452840,4887439
452839,4887432
452833,4887401
452819,4887373
452813,4887368
452779,4887335
452772,4887330
452759,4887322
452745,4887316
452688,4887294
452629,4887271
452622,4887269
452572,4887250
452514,4887230
452457,4887218
452421,4887214
452400,4887212
452380,4887214
452346,4887216
452340,4887217
452320,4887221
452309,4887224
452303,4887225
452291,4887227
452272,4887230
452233,4887239
452227,4887241
452169,4887255
452152,4887260
452121,4887266
452081,4887275
452076,4887277
452066,4887281
452055,4887284
452022,4887290
452012,4887291
451980,4887297
451969,4887301
451939,4887305
451927,4887307
451916,4887310
451912,4887312
451894,4887313
451874,4887317
451868,4887318
451842,4887324
451799,4887328
451755,4887333
451726,4887335
451703,4887333
451685,4887330
451669,4887328
451663,4887328
451640,4887326
451622,4887324
451580,4887319
451531,4887312
451487,4887301
451478,4887298
451462,4887292
451429,4887277
451413,4887268
451375,4887247
451351,4887235
451336,4887226
451291,4887198
451275,4887189
451227,4887157
451211,4887146
451172,4887115
451157,4887102
451142,4887089
451102,4887055
451094,4887048
451063,4887021
451056,4887015
451015,4886978
451003,4886966
450989,4886949
450974,4886935
450965,4886925
450950,4886912
450942,4886904
450934,4886896
450923,4886881
450912,4886866
450897,4886840
450873,4886793
450844,4886748
450809,4886709
450804,4886704
450789,4886691
450780,4886682
450763,4886664
450744,4886644
450738,4886634
450733,4886629
450722,4886618
450717,4886612
450694,4886587
450668,4886562
450663,4886555
450651,4886541
450633,4886522
450629,4886515
450617,4886495
450612,4886481
450595,4886442
450583,4886411
450573,4886384
450553,4886334
450534,4886283
450524,4886257
450506,4886215
450504,4886208
450490,4886169
450488,4886163
450476,4886128
450465,4886078
450460,4886031
450458,4885996
450458,4885975
450457,4885925
450454,4885870
450451,4885826
450443,4885765
450433,4885746
450422,4885730
450396,4885711
450390,4885708
450350,4885692
450309,4885678
450277,4885668
450256,4885660
450231,4885651
450205,4885642
450174,4885632
450163,4885629
450141,4885622
450131,4885620
450120,4885616
450102,4885610
450063,4885600
450058,4885598
450005,4885584
449958,4885572
449909,4885559
449903,4885557
449873,4885549
449852,4885545
449810,4885535
449781,4885528
449774,4885526
449724,4885511
449698,4885504
449685,4885500
449679,4885497
449654,4885488
449593,4885467
449532,4885455
449518,4885451
449469,4885438
449411,4885418
449367,4885395
449324,4885366
449286,4885340
449234,4885316
449210,4885313
449200,4885312
449191,4885313
449141,4885313
449093,4885312
449086,4885312
449049,4885315
449012,4885323
448975,4885329
448963,4885331
448917,4885340
448858,4885351
448850,4885353
448800,4885361
448784,4885362
448737,4885366
448701,4885370
448678,4885373
448655,4885374
448647,4885375
448625,4885378
448569,4885381
448546,4885382
448538,4885383
448522,4885381
448506,4885382
448483,4885384
448420,4885390
448404,4885392
448365,4885396
448335,4885400
448320,4885402
448277,4885406
448226,4885412
448220,4885413
448188,4885413
448133,4885413
448127,4885413
448102,4885410
448096,4885409
448063,4885406
448050,4885406
448009,4885410
447963,4885419
447935,4885422
447922,4885424
447909,4885424
447886,4885424
447880,4885426
447874,4885429
447855,4885432
447848,4885434
447827,4885437
447776,4885440
447761,4885440
447739,4885441
447686,4885444
447640,4885444
447633,4885446
447619,4885447
447606,4885447
447600,4885448
447595,4885449
447573,4885450
447540,4885452
447518,4885454
447502,4885456
447490,4885458
447472,4885461
447445,4885462
447404,4885463
447361,4885464
447346,4885465
447297,4885467
447288,4885467
447256,4885469
447232,4885471
447186,4885469
447146,4885464
447116,4885459
447080,4885445
447068,4885439
447037,4885423
446995,4885404
446945,4885382
446937,4885379
446921,4885372
446906,4885366
446890,4885359
446867,4885347
446859,4885343
446837,4885330
446817,4885317
446796,4885303
446783,4885291
446778,4885287
446766,4885276
446760,4885271
446754,4885265
446735,4885239
446717,4885198
446713,4885169
446712,4885153
446705,4885096
446702,4885082
446700,4885059
446699,4885029
446698,4885024
446698,4885018
446697,4885000
446697,4884988
446698,4884970
446700,4884951
446702,4884933
446706,4884917
446707,4884897
446706,4884878
446701,4884864
446697,4884858
446688,4884846
446683,4884841
446641,4884811
446597,4884785
